"playerid","age_first_game","age_last_game","career_length"
"dickebi01","21 years 2 mons 9 days","39 years 3 mons 2 days","18 years 24 days"
"gonzalu01","23 years 1 day","41 years 25 days","18 years 24 days"
"whitalo01","20 years 3 mons 28 days","38 years 4 mons 20 days","18 years 22 days"
"watsobo01","20 years 4 mons 29 days","38 years 5 mons 20 days","18 years 21 days"
"brocklo01","22 years 2 mons 22 days","40 years 3 mons 12 days","18 years 20 days"
"mclemma01","21 years 11 mons 9 days","39 years 11 mons 29 days","18 years 19 days"
"jacksmi02","21 years 7 mons 20 days","39 years 8 mons 7 days","18 years 18 days"
"parrila02","21 years 2 mons 20 days","39 years 3 mons 8 days","18 years 18 days"
"snydepo01","18 years 8 mons 10 days","36 years 8 mons 29 days","18 years 18 days"
"boonebo01","24 years 9 mons 21 days","42 years 10 mons 8 days","18 years 17 days"
"leiteal01","21 years 10 mons 23 days","39 years 11 mons 10 days","18 years 17 days"
"hudliwi01","20 years 2 mons 23 days","38 years 3 mons 8 days","18 years 16 days"
"jenkife01","22 years 8 mons 28 days","40 years 9 mons 13 days","18 years 16 days"
"cuellmi01","21 years 11 mons 10 days","39 years 11 mons 26 days","18 years 15 days"
"heilmha01","19 years 9 mons 13 days","37 years 9 mons 28 days","18 years 15 days"
"kennebo01","19 years 27 days","37 years 1 mon 11 days","18 years 15 days"
"baylodo01","21 years 2 mons 20 days","39 years 3 mons 3 days","18 years 13 days"
"groteje01","20 years 11 mons 15 days","38 years 11 mons 28 days","18 years 12 days"
"cartega01","20 years 5 mons 8 days","38 years 5 mons 19 days","18 years 11 days"
"grimebu01","23 years 23 days","41 years 1 mon 2 days","18 years 10 days"
"wheatza01","21 years 3 mons 19 days","39 years 3 mons 29 days","18 years 10 days"
"bankser01","22 years 7 mons 17 days","40 years 7 mons 26 days","18 years 9 days"
"applepe01","23 years 3 mons 25 days","41 years 4 mons","18 years 6 days"
"crawfsa01","19 years 4 mons 22 days","37 years 4 mons 28 days","18 years 6 days"
"gehrich01","21 years 4 mons 11 days","39 years 4 mons 16 days","18 years 5 days"
"normafr01","20 years 1 mon 1 day","38 years 1 mon 5 days","18 years 4 days"
"reedro01","23 years 10 mons 24 days","41 years 10 mons 27 days","18 years 3 days"
"pierzaj01","21 years 8 mons 10 days","39 years 8 mons 11 days","18 years 1 day"
"foremfr01","21 years 14 days","39 years 9 days","17 years 11 mons 26 days"
"wiseri01","18 years 7 mons 5 days","36 years 6 mons 27 days","17 years 11 mons 22 days"
"suzukic01","27 years 5 mons 11 days","45 years 4 mons 30 days","17 years 11 mons 19 days"
"ryanji01","22 years 7 mons 25 days","40 years 7 mons 13 days","17 years 11 mons 16 days"
"yosted01","17 years 10 mons 3 days","35 years 9 mons 15 days","17 years 11 mons 12 days"
"sauerha01","24 years 5 mons 23 days","42 years 5 mons","17 years 11 mons 8 days"
"keelewi01","20 years 6 mons 27 days","38 years 6 mons 2 days","17 years 11 mons 5 days"
"fitzsfr01","24 years 15 days","41 years 11 mons 19 days","17 years 11 mons 4 days"
"hamnegr01","17 years 4 mons 18 days","35 years 3 mons 5 days","17 years 10 mons 17 days"
"zachato01","22 years 2 mons 4 days","40 years 21 days","17 years 10 mons 17 days"
"aloumo01","24 years 23 days","41 years 11 mons 7 days","17 years 10 mons 15 days"
"cruzjo01","23 years 1 mon 11 days","40 years 11 mons 11 days","17 years 10 mons"
"sutclri01","20 years 3 mons 8 days","38 years 1 mon 1 day","17 years 9 mons 23 days"
"duffyhu01","21 years 6 mons 27 days","39 years 4 mons 17 days","17 years 9 mons 20 days"
"mondari01","20 years 9 mons 13 days","38 years 7 mons","17 years 9 mons 17 days"
"cruzne02","25 years 2 mons 16 days","43 years 2 days","17 years 9 mons 16 days"
"sandesc01","22 years 15 days","39 years 9 mons 24 days","17 years 9 mons 9 days"
"griffke01","23 years 4 mons 15 days","41 years 1 mon 21 days","17 years 9 mons 6 days"
"mcclubo01","23 years 3 mons 14 days","41 years 18 days","17 years 9 mons 4 days"
"herriar01","23 years 6 mons 2 days","41 years 3 mons 5 days","17 years 9 mons 3 days"
"murcebo01","19 years 3 mons 19 days","37 years 22 days","17 years 9 mons 3 days"
"seiboso01","19 years 3 mons 18 days","37 years 13 days","17 years 8 mons 25 days"
"garvest01","20 years 8 mons 10 days","38 years 5 mons 1 day","17 years 8 mons 22 days"
"wilsowi02","21 years 1 mon 26 days","38 years 10 mons 7 days","17 years 8 mons 12 days"
"gerhajo01","18 years 6 mons 15 days","36 years 2 mons 15 days","17 years 7 mons 28 days"
"howeldi01","20 years 8 mons 7 days","38 years 3 mons 19 days","17 years 7 mons 12 days"
"myersgr01","21 years 4 mons 28 days","39 years 8 days","17 years 7 mons 10 days"
"ramirma02","21 years 3 mons 3 days","38 years 10 mons 7 days","17 years 7 mons 4 days"
"davalvi01","23 years 8 mons 10 days","41 years 2 mons 7 days","17 years 5 mons 27 days"
"russebi01","20 years 5 mons 17 days","37 years 11 mons 11 days","17 years 5 mons 24 days"
"hoffmtr01","25 years 5 mons 24 days","42 years 11 mons 16 days","17 years 5 mons 23 days"
"javiest01","20 years 3 mons 6 days","37 years 8 mons 28 days","17 years 5 mons 21 days"
"dunstsh01","22 years 19 days","39 years 6 mons 8 days","17 years 5 mons 20 days"
"timlimi01","25 years 29 days","42 years 6 mons 18 days","17 years 5 mons 20 days"
"cardejo02","19 years 6 mons 7 days","36 years 11 mons 27 days","17 years 5 mons 19 days"
"abernte02","22 years 1 mon 7 days","39 years 6 mons 24 days","17 years 5 mons 17 days"
"lowebo01","24 years 9 mons 9 days","42 years 2 mons 27 days","17 years 5 mons 17 days"
"plesada01","24 years 2 mons 7 days","41 years 7 mons 24 days","17 years 5 mons 17 days"
"clemero01","20 years 7 mons 30 days","38 years 1 mon 16 days","17 years 5 mons 16 days"
"donovpa01","25 years 1 mon 3 days","42 years 6 mons 20 days","17 years 5 mons 16 days"
"hamptmi01","20 years 7 mons 8 days","38 years 24 days","17 years 5 mons 16 days"
"snidedu01","20 years 6 mons 28 days","38 years 14 days","17 years 5 mons 16 days"
"mcphebi01","22 years 6 mons 1 day","39 years 11 mons 14 days","17 years 5 mons 13 days"
"pinsova01","19 years 8 mons 4 days","37 years 1 mon 17 days","17 years 5 mons 13 days"
"wilsoji01","22 years 8 mons 25 days","40 years 2 mons 6 days","17 years 5 mons 12 days"
"aparilu01","21 years 11 mons 18 days","39 years 4 mons 29 days","17 years 5 mons 11 days"
"mantlmi01","19 years 5 mons 28 days","36 years 11 mons 8 days","17 years 5 mons 11 days"
"mizejo01","23 years 3 mons 9 days","40 years 8 mons 19 days","17 years 5 mons 10 days"
"nathajo01","24 years 4 mons 29 days","41 years 10 mons 5 days","17 years 5 mons 6 days"
"burksel01","22 years 7 mons 19 days","40 years 21 days","17 years 5 mons 2 days"
"mcgeewi01","23 years 6 mons 8 days","40 years 11 mons 1 day","17 years 4 mons 24 days"
"rodnefe01","25 years 1 mon 17 days","42 years 6 mons 10 days","17 years 4 mons 24 days"
"pizarju01","20 years 2 mons 25 days","37 years 7 mons 19 days","17 years 4 mons 22 days"
"uhlege01","20 years 7 mons 12 days","38 years 4 days","17 years 4 mons 22 days"
"grillja01","23 years 6 mons","40 years 10 mons 20 days","17 years 4 mons 21 days"
"daviser01","21 years 11 mons 21 days","39 years 4 mons 9 days","17 years 4 mons 19 days"
"boggswa01","23 years 9 mons 25 days","41 years 2 mons 12 days","17 years 4 mons 17 days"
"lollash01","21 years 7 mons 28 days","39 years 15 days","17 years 4 mons 17 days"
"mastewa02","18 years 10 mons 16 days","36 years 3 mons 2 days","17 years 4 mons 16 days"
"mancugu01","22 years 4 mons 25 days","39 years 9 mons 6 days","17 years 4 mons 11 days"
"owenmi01","21 years 28 days","38 years 5 mons 7 days","17 years 4 mons 9 days"
"ramirar01","19 years 11 mons 1 day","37 years 3 mons 8 days","17 years 4 mons 8 days"
"davissp01","23 years 4 mons 10 days","40 years 8 mons 16 days","17 years 4 mons 5 days"
"saberbr01","19 years 11 mons 23 days","37 years 3 mons 26 days","17 years 4 mons 3 days"
"hendrge01","21 years 7 mons 17 days","38 years 11 mons 15 days","17 years 3 mons 28 days"
"sheame01","26 years 7 mons 18 days","43 years 11 mons 14 days","17 years 3 mons 26 days"
"bordepa01","24 years 10 mons 23 days","42 years 2 mons 13 days","17 years 3 mons 21 days"
"tennefr02","22 years 6 mons 20 days","39 years 10 mons 11 days","17 years 3 mons 21 days"
"whitefr01","22 years 9 mons 8 days","40 years 26 days","17 years 3 mons 18 days"
"martibu01","20 years 7 mons 11 days","37 years 10 mons 26 days","17 years 3 mons 15 days"
"frymawo01","26 years 3 days","43 years 3 mons 16 days","17 years 3 mons 13 days"
"crandde01","19 years 3 mons 12 days","36 years 6 mons 20 days","17 years 3 mons 8 days"
"nichobi01","21 years 6 mons 2 days","38 years 9 mons 8 days","17 years 3 mons 6 days"
"phillto02","23 years 15 days","40 years 3 mons 20 days","17 years 3 mons 5 days"
"sewelri01","25 years 1 mon 3 days","42 years 4 mons 8 days","17 years 3 mons 5 days"
"millebo04","18 years 4 mons 8 days","35 years 7 mons 10 days","17 years 3 mons 2 days"
"blakesh01","20 years 9 mons 12 days","38 years 9 days","17 years 2 mons 27 days"
"quinnjo02","21 years 4 mons 2 days","38 years 6 mons 30 days","17 years 2 mons 27 days"
"seymocy01","23 years 4 mons 13 days","40 years 7 mons 8 days","17 years 2 mons 25 days"
"canoro01","22 years 6 mons 12 days","39 years 9 mons 5 days","17 years 2 mons 24 days"
"corcoto01","21 years 3 mons 15 days","38 years 6 mons 6 days","17 years 2 mons 21 days"
"bluegos01","21 years 6 mons","38 years 8 mons 20 days","17 years 2 mons 19 days"
"maulal01","18 years 8 mons 11 days","35 years 11 mons","17 years 2 mons 19 days"
"paigesa01","42 years 2 days","59 years 2 mons 18 days","17 years 2 mons 16 days"
"bluevi01","19 years 11 mons 23 days","37 years 2 mons 5 days","17 years 2 mons 13 days"
"galvipu01","18 years 4 mons 28 days","35 years 7 mons 8 days","17 years 2 mons 11 days"
"lawve01","20 years 2 mons 30 days","37 years 5 mons 8 days","17 years 2 mons 9 days"
"kellejo01","19 years 7 mons 18 days","36 years 9 mons 25 days","17 years 2 mons 7 days"
"ausmubr01","24 years 3 mons 14 days","41 years 5 mons 19 days","17 years 2 mons 6 days"
"randowi01","21 years 23 days","38 years 2 mons 29 days","17 years 2 mons 6 days"
"bellbu01","20 years 7 mons 19 days","37 years 9 mons 21 days","17 years 2 mons 2 days"
"isrinja01","22 years 10 mons 10 days","40 years 12 days","17 years 2 mons 2 days"
"henrybi01","24 years 6 mons 2 days","41 years 8 mons 1 day","17 years 1 mon 29 days"
"willibi01","21 years 1 mon 21 days","38 years 3 mons 17 days","17 years 1 mon 27 days"
"belanma01","21 years 1 mon 29 days","38 years 3 mons 24 days","17 years 1 mon 26 days"
"mussimi01","22 years 7 mons 27 days","39 years 9 mons 20 days","17 years 1 mon 24 days"
"farredu01","21 years 7 mons 21 days","38 years 9 mons 13 days","17 years 1 mon 22 days"
"woodwi01","19 years 8 mons 8 days","36 years 10 mons","17 years 1 mon 22 days"
"suttoez01","21 years 7 mons 17 days","38 years 9 mons 3 days","17 years 1 mon 16 days"
"bergmda01","22 years 2 mons 20 days","39 years 3 mons 28 days","17 years 1 mon 9 days"
"kazmisc01","20 years 6 mons 30 days","37 years 8 mons 6 days","17 years 1 mon 7 days"
"schalra01","19 years 11 mons 30 days","37 years 1 mon 3 days","17 years 1 mon 4 days"
"picinva01","19 years 10 mons 17 days","36 years 11 mons 20 days","17 years 1 mon 3 days"
"quirkja01","20 years 10 mons 13 days","37 years 11 mons 13 days","17 years 1 mon"
"griffal01","18 years 10 mons 29 days","35 years 11 mons 28 days","17 years 29 days"
"harrato01","20 years 10 mons 10 days","37 years 11 mons 9 days","17 years 29 days"
"penato01","23 years 2 mons 27 days","40 years 3 mons 24 days","17 years 27 days"
"jorgemi01","20 years 25 days","37 years 1 mon 21 days","17 years 26 days"
"harrile01","23 years 10 mons 10 days","40 years 11 mons 5 days","17 years 25 days"
"hortowi01","20 years 10 mons 23 days","37 years 11 mons 18 days","17 years 25 days"
"brocado01","25 years 3 mons 23 days","42 years 4 mons 17 days","17 years 24 days"
"jacklfr01","24 years 13 days","41 years 1 mon 6 days","17 years 24 days"
"klippjo01","22 years 6 mons 17 days","39 years 7 mons 10 days","17 years 24 days"
"mayle01","22 years 5 mons 9 days","39 years 6 mons 1 day","17 years 23 days"
"flanami01","23 years 8 mons 20 days","40 years 9 mons 11 days","17 years 22 days"
"pacioto01","23 years 10 mons 10 days","40 years 11 mons 2 days","17 years 22 days"
"martied01","24 years 8 mons 10 days","41 years 9 mons 1 day","17 years 21 days"
"vizcajo01","21 years 5 mons 15 days","38 years 6 mons 6 days","17 years 21 days"
"wainwad01","24 years 12 days","41 years 1 mon 3 days","17 years 21 days"
"konerpa01","21 years 6 mons 3 days","38 years 6 mons 23 days","17 years 20 days"
"pascuca02","20 years 2 mons 26 days","37 years 3 mons 16 days","17 years 20 days"
"macfada01","21 years 2 mons 15 days","38 years 3 mons 3 days","17 years 19 days"
"connoro01","22 years 10 mons","39 years 10 mons 17 days","17 years 17 days"
"davisma01","19 years 10 mons 24 days","36 years 11 mons 9 days","17 years 16 days"
"coninje01","24 years 2 mons 19 days","41 years 3 mons 3 days","17 years 14 days"
"edmonji01","23 years 2 mons 12 days","40 years 2 mons 24 days","17 years 12 days"
"morrija02","22 years 2 mons 10 days","39 years 2 mons 22 days","17 years 12 days"
"oliveal01","21 years 11 mons 9 days","38 years 11 mons 22 days","17 years 12 days"
"dwyerji01","23 years 5 mons 7 days","40 years 5 mons 18 days","17 years 11 days"
"moorejo01","26 years 5 mons 23 days","43 years 6 mons 3 days","17 years 11 days"
"davisto02","20 years 6 mons 1 day","37 years 6 mons 12 days","17 years 10 days"
"hebneri01","20 years 9 mons 27 days","37 years 10 mons 7 days","17 years 10 days"
"peckiro01","19 years 7 mons 10 days","36 years 7 mons 20 days","17 years 10 days"
"cromawa01","20 years 11 mons 7 days","37 years 11 mons 16 days","17 years 9 days"
"gosligo01","20 years 11 mons","37 years 11 mons 9 days","17 years 9 days"
"kraneed01","17 years 10 mons 14 days","34 years 10 mons 22 days","17 years 8 days"
"arroybr01","23 years 3 mons 16 days","40 years 3 mons 22 days","17 years 6 days"
"martipe02","20 years 10 mons 30 days","37 years 11 mons 5 days","17 years 6 days"
"jacksgr01","22 years 11 mons 5 days","39 years 11 mons 10 days","17 years 5 days"
"greenha01","19 years 8 mons 13 days","36 years 8 mons 17 days","17 years 4 days"
"touchcl01","25 years 7 mons 11 days","42 years 7 mons 15 days","17 years 4 days"
"fingero01","22 years 21 days","39 years 23 days","17 years 2 days"
"deandi01","20 years 8 mons 12 days","37 years 8 mons 12 days","17 years"
"bellja01","20 years 9 mons 18 days","37 years 9 mons 17 days","16 years 11 mons 29 days"
"mcmahdo02","27 years 5 mons 26 days","44 years 5 mons 25 days","16 years 11 mons 29 days"
"truckvi01","24 years 5 mons 1 day","41 years 5 mons","16 years 11 mons 29 days"
"fostege01","20 years 9 mons 9 days","37 years 9 mons 5 days","16 years 11 mons 26 days"
"oneilst01","20 years 2 mons 12 days","37 years 2 mons 8 days","16 years 11 mons 26 days"
"coopewa01","25 years 8 mons 17 days","42 years 8 mons 12 days","16 years 11 mons 25 days"
"marquru01","21 years 11 mons 16 days","38 years 11 mons 9 days","16 years 11 mons 23 days"
"coneda01","23 years 5 mons 6 days","40 years 4 mons 26 days","16 years 11 mons 20 days"
"damonjo01","21 years 9 mons 7 days","38 years 8 mons 26 days","16 years 11 mons 20 days"
"hargrbu01","21 years 2 mons 3 days","38 years 1 mon 22 days","16 years 11 mons 18 days"
"jonesda01","21 years 2 mons 15 days","38 years 2 mons 2 days","16 years 11 mons 17 days"
"clarkja01","19 years 10 mons 2 days","36 years 9 mons 18 days","16 years 11 mons 16 days"
"cuyleki01","23 years 30 days","40 years 15 days","16 years 11 mons 15 days"
"chambch01","22 years 5 mons 2 days","39 years 4 mons 13 days","16 years 11 mons 11 days"
"rudoldi01","23 years 1 mon 5 days","40 years 17 days","16 years 11 mons 11 days"
"kellyge01","19 years 11 mons 8 days","36 years 10 mons 16 days","16 years 11 mons 8 days"
"sadecra01","19 years 4 mons 24 days","36 years 3 mons 28 days","16 years 11 mons 4 days"
"otisam01","20 years 4 mons 10 days","37 years 3 mons 9 days","16 years 10 mons 29 days"
"traynpi01","21 years 10 mons 4 days","38 years 9 mons 3 days","16 years 10 mons 29 days"
"ceronri01","21 years 2 mons 29 days","38 years 1 mon 22 days","16 years 10 mons 24 days"
"fordwh01","21 years 8 mons 11 days","38 years 7 mons","16 years 10 mons 20 days"
"torremi01","21 years 13 days","37 years 10 mons 30 days","16 years 10 mons 17 days"
"suppaje01","20 years 6 mons 15 days","37 years 4 mons 26 days","16 years 10 mons 11 days"
"riverre01","21 years 1 mon 22 days","38 years 1 day","16 years 10 mons 9 days"
"smithle02","22 years 8 mons 28 days","39 years 6 mons 29 days","16 years 10 mons 1 day"
"valenfe01","19 years 10 mons 14 days","36 years 8 mons 13 days","16 years 9 mons 29 days"
"jamiech01","22 years 7 mons 13 days","39 years 5 mons 11 days","16 years 9 mons 28 days"
"byerlbu01","23 years 11 mons","40 years 8 mons 26 days","16 years 9 mons 25 days"
"embreal01","22 years 7 mons 23 days","39 years 5 mons 18 days","16 years 9 mons 25 days"
"hershor01","24 years 11 mons 15 days","41 years 9 mons 10 days","16 years 9 mons 25 days"
"stewada01","21 years 7 mons 3 days","38 years 4 mons 26 days","16 years 9 mons 25 days"
"tanneje01","19 years 11 mons 3 days","36 years 8 mons 29 days","16 years 9 mons 25 days"
"lemonbo01","20 years 11 mons 17 days","37 years 9 mons 9 days","16 years 9 mons 22 days"
"burdele01","23 years 10 mons 4 days","40 years 7 mons 24 days","16 years 9 mons 20 days"
"kuheljo01","24 years 1 mon 6 days","40 years 10 mons 16 days","16 years 9 mons 11 days"
"beniqju01","21 years 3 mons 22 days","38 years 17 days","16 years 8 mons 26 days"
